"State","Abbr","City","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Brewery_Name","Style","Ale_Style","Ounces"
"Michigan","MI","Marquette","51K IPA",1481,0.07,15,13,"Blackrocks Brewery","American IPA","IPA",12
"Michigan","MI","Rochester","Cornerstone IPA",158,0.07,12,230,"Rochester Mills Brewing Company","American IPA","IPA",16
"Michigan","MI","Portage","Schoolhouse Honey",2492,0.05,12,60,"Latitude 42 Brewing Company","American Amber / Red Ale","Ale",12
"Michigan","MI","Grand Rapids","Star Runner",2636,0.06,12,11,"Brewery Vivant","Belgian Pale Ale","Ale",16
"Michigan","MI","Spring Lake","Nunica Pine",2245,0.068,11,186,"Vander Mill Ciders","Cider","other beer",16
"Michigan","MI","Ada","Sietsema Red Label",2353,0.069,11,138,"Sietsema Orchards and Cider Mill","Cider","other beer",16
"Michigan","MI","Rochester","Lazy Daze Lager",1280,0.055,10,230,"Rochester Mills Brewing Company","American Adjunct Lager","other beer",16
"Michigan","MI","Cheboygan","IPA #11",2380,0.057,10,122,"Cheboygan Brewing Company","American IPA","IPA",16
"Michigan","MI","Rochester","Lazy Daze Lager",97,0.055,8,230,"Rochester Mills Brewing Company","American Adjunct Lager","other beer",12
"Michigan","MI","Comstock Park","Gold",2632,0.048,6,14,"Perrin Brewing Company","American Blonde Ale","Ale",12
"Minnesota","MN","Cold Spring","Rise to the Top",1780,0.041,40,143,"Third Street Brewhouse","Cream Ale","Ale",12
"Minnesota","MN","Minneapolis","Midnight Ryder",729,0.065,83,278,"Indeed Brewing Company","American Black Ale","Ale",12
"Minnesota","MN","Cold Spring","Hunny Do Wheat",2347,0.048,120,143,"Third Street Brewhouse","American Pale Wheat Ale","Ale",12
"Minnesota","MN","Duluth","Venture Pils",1253,0.05,100,76,"Bent Paddle Brewing Company","German Pilsener","other beer",12
"Minnesota","MN","Roseville","Nordic Blonde",2556,0.057,99,54,"Bent Brewstillery","American Blonde Ale","Ale",12
"Minnesota","MN","Vadnais Heights","Jack Pine Savage",1257,0.053,90,445,"Big Wood Brewery","American Pale Ale (APA)","Ale",16
"Minnesota","MN","Duluth","Cold Press",2496,0.06,90,76,"Bent Paddle Brewing Company","American Black Ale","Ale",12
"Minnesota","MN","Minneapolis","Stargrazer",1964,0.05,87,259,"Bauhaus Brew Labs","Schwarzbier","other beer",12
"Minnesota","MN","Brooklyn Center","Furious",12,0.062,85,62,"Surly Brewing Company","American IPA","IPA",16
"Minnesota","MN","Minnetonka","Preservation IPA",1026,0.068,85,475,"Tonka Beer Company","American IPA","IPA",16
"Minnesota","MN","Minneapolis","Sky-Five",1965,0.067,80,259,"Bauhaus Brew Labs","American IPA","IPA",12
"Minnesota","MN","Minneapolis","Get Together",2692,0.045,76,1,"NorthGate Brewing ","American IPA","IPA",16
"Minnesota","MN","Minneapolis","Parapet ESB",2687,0.056,70,1,"NorthGate Brewing ","Extra Special / Strong Bitter (ESB)","other beer",16
"Minnesota","MN","Cold Spring","Lost Trout Brown Ale",1779,0.049,69,143,"Third Street Brewhouse","American Brown Ale","Ale",12
"Minnesota","MN","Cold Spring","Three Way Pale Ale",1781,0.052,68,143,"Third Street Brewhouse","American Pale Ale (APA)","Ale",12
"Minnesota","MN","Brooklyn Center","Abrasive Ale",15,0.097,55,62,"Surly Brewing Company","American Double / Imperial IPA","IPA",16
"Minnesota","MN","Vadnais Heights","Bark Bite IPA",985,0.066,55,445,"Big Wood Brewery","American IPA","IPA",16
"Minnesota","MN","Brooklyn Center","Doomtree",2409,0.057,50,62,"Surly Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",16
"Minnesota","MN","Brooklyn Center","Todd the Axe Man",2543,0.072,50,62,"Surly Brewing Company","American IPA","IPA",16
"Minnesota","MN","Minneapolis","Wagon Party",1966,0.054,49,259,"Bauhaus Brew Labs","California Common / Steam Beer","other beer",12
"Minnesota","MN","Vadnais Heights","Morning Wood",986,0.055,48,445,"Big Wood Brewery","Oatmeal Stout","other beer",16
"Minnesota","MN","Brooklyn Center","Coffee Bender",17,0.051,47,62,"Surly Brewing Company","American Brown Ale","Ale",16
"Minnesota","MN","Minneapolis","Wonderstuff",1963,0.054,45,259,"Bauhaus Brew Labs","German Pilsener","other beer",12
"Minnesota","MN","Minneapolis","Wall's End",2690,0.048,45,1,"NorthGate Brewing ","English Brown Ale","Ale",16
"Minnesota","MN","Duluth","14° ESB ",1902,0.056,45,76,"Bent Paddle Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",12
"Minnesota","MN","St. Paul","Make It So",2549,0.053,44,59,"Summit Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",12
"Minnesota","MN","Brooklyn Center","WET",329,0.075,43,62,"Surly Brewing Company","American IPA","IPA",16
"Minnesota","MN","Minneapolis","Day Tripper Pale Ale",728,0.054,40,278,"Indeed Brewing Company","American Pale Ale (APA)","Ale",12
"Minnesota","MN","Minneapolis","Let It Ride IPA",1903,0.068,38,278,"Indeed Brewing Company","American IPA","IPA",12
"Minnesota","MN","Minnetonka","Big Island Shandy",1027,0.05,38,475,"Tonka Beer Company","Shandy","other beer",16
"Minnesota","MN","Duluth","Harness the Winter",2410,0.072,37,76,"Bent Paddle Brewing Company","American IPA","IPA",12
"Minnesota","MN","Duluth","Bent Paddle Black Ale",1261,0.06,35,76,"Bent Paddle Brewing Company","American Black Ale","Ale",12
"Minnesota","MN","Vadnais Heights","Bad Axe Imperial IPA",1255,0.098,34,445,"Big Wood Brewery","American Double / Imperial IPA","IPA",16
"Minnesota","MN","Minneapolis","Stir Crazy Winter Ale",1691,0.065,34,278,"Indeed Brewing Company","Winter Warmer","other beer",12
"Minnesota","MN","Brooklyn Center","SurlyFest",18,0.055,33,62,"Surly Brewing Company","Rye Beer","other beer",16
"Minnesota","MN","Brooklyn Center","CynicAle",13,0.067,32,62,"Surly Brewing Company","Saison / Farmhouse Ale","Ale",16
"Minnesota","MN","Brooklyn Center","Overrated! West Coast Style IPA",1112,0.073,30,62,"Surly Brewing Company","American IPA","IPA",16
"Minnesota","MN","Minneapolis","Pumpion",2689,0.06,30,1,"NorthGate Brewing ","Pumpkin Ale","Ale",16
"Minnesota","MN","Stillwater","Farm Girl Saison",1168,0.06,28,245,"Lift Bridge Brewing Company","Saison / Farmhouse Ale","Ale",16
"Minnesota","MN","Duluth","Bent Hop Golden IPA",1901,0.062,27,76,"Bent Paddle Brewing Company","American IPA","IPA",12
"Minnesota","MN","St. Paul","Unchained #18 Hop Silo",2415,0.083,27,59,"Summit Brewing Company","American Double / Imperial IPA","IPA",16
"Minnesota","MN","St. Paul","Hopvale Organic Ale",2473,0.047,26,59,"Summit Brewing Company","American Pale Ale (APA)","Ale",16
"Minnesota","MN","Vadnais Heights","Forest Fire Imperial Smoked Rye",1256,0.099,25,445,"Big Wood Brewery","Rye Beer","other beer",16
"Minnesota","MN","Brooklyn Center","Bender",16,0.051,22,62,"Surly Brewing Company","American Brown Ale","Ale",16
"Minnesota","MN","Brooklyn Center","Bitter Brewer",19,0.04,20,62,"Surly Brewing Company","English Bitter","other beer",16
"Minnesota","MN","Roseville","Moar",2558,0.044,19,54,"Bent Brewstillery","English India Pale Ale (IPA)","IPA",12
"Minnesota","MN","St Paul","Extra Pale Ale",2352,0.053,18,139,"Summit Brewing Company","American Pale Ale (APA)","Ale",12
"Minnesota","MN","Stillwater","Getaway",2036,0.052,10,245,"Lift Bridge Brewing Company","German Pilsener","other beer",16
"Missouri","MO","Saint Louis","Passion Fruit Prussia",2545,0.035,70,61,"4 Hands Brewing Company","Berliner Weissbier","other beer",12
"Missouri","MO","Saint Louis","Send Help",2544,0.045,38,61,"4 Hands Brewing Company","American Blonde Ale","Ale",12
"Missouri","MO","O'Fallon","O'Fallon Pumpkin Beer",1264,0.055,89,443,"O'Fallon Brewery","Pumpkin Ale","Ale",12
"Missouri","MO","Bucryus","Old Tom Porter",847,0.055,80,315,"Piney River Brewing Company","American Porter","other beer",16
"Missouri","MO","Weston","O’Malley’s IPA",2343,0.075,70,133,"Weston Brewing Company","American IPA","IPA",12
"Missouri","MO","O'Fallon","5 Day IPA",1258,0.061,70,443,"O'Fallon Brewery","American IPA","IPA",12
"Missouri","MO","Saint Louis","Black Bear Dark Lager",1051,0.046,66,327,"Morgan Street Brewery","Schwarzbier","other beer",12
"Missouri","MO","Saint Louis","Alter Ego",2287,0.055,65,61,"4 Hands Brewing Company","American Black Ale","Ale",12
"Missouri","MO","Saint Louis","Schlafly IPA",1078,0.045,45,429,"Schlafly Brewing Company","American IPA","IPA",12
"Missouri","MO","Saint Louis","Contact High",1870,0.05,35,61,"4 Hands Brewing Company","American Pale Wheat Ale","Ale",12
"Missouri","MO","Kirkwood","Blackberry Wheat",2459,0.048,30,88,"Kirkwood Station Brewing Company","American Pale Wheat Ale","Ale",16
"Missouri","MO","Bucryus","Black Walnut Wheat",846,0.045,30,315,"Piney River Brewing Company","American Dark Wheat Ale","Ale",16
"Missouri","MO","Weston","L'il Lucy's Hot Pepper Ale",2341,0.049,28,133,"Weston Brewing Company","Chile Beer","other beer",12
"Missouri","MO","Bucryus","Masked Bandit IPA",1540,0.07,28,315,"Piney River Brewing Company","American Black Ale","Ale",16
"Missouri","MO","Springfield","Towhead",2237,0.052,25,189,"Mother's Brewing","American Blonde Ale","Ale",12
"Missouri","MO","Bucryus","Float Trip Ale",1335,0.045,24,315,"Piney River Brewing Company","American Blonde Ale","Ale",16
"Missouri","MO","Saint Louis","Golden Pilsner",1046,0.05,24,327,"Morgan Street Brewery","German Pilsener","other beer",12
"Missouri","MO","Kansas City","Heavy Lifting",2596,0.062,24,32,"Boulevard Brewing Company","American IPA","IPA",12
"Missouri","MO","Saint Louis","Honey Wheat",1052,0.047,21,327,"Morgan Street Brewery","American Pale Wheat Ale","Ale",12
"Missouri","MO","Weston","Rip Van Winkle (Current)",2348,0.08,20,133,"Weston Brewing Company","Bock","other beer",12
"Missouri","MO","Bucryus","Hot Date Ale",1791,0.06,20,315,"Piney River Brewing Company","Chile Beer","other beer",16
"Missouri","MO","Saint Louis","Morgan Street Oktoberfest",1617,0.049,18,327,"Morgan Street Brewery","Märzen / Oktoberfest","other beer",12
"Missouri","MO","Saint Louis","Schlafly American Brown Ale",1077,0.05,18,429,"Schlafly Brewing Company","American Brown Ale","Ale",12
"Missouri","MO","Saint Louis","Schlafly Summer Lager",53,0.045,18,429,"Schlafly Brewing Company","Munich Helles Lager","other beer",12
"Missouri","MO","Springfield","Lil' Helper",2208,0.07,18,189,"Mother's Brewing","American IPA","IPA",12
"Missouri","MO","Saint Louis","Schlafly Black Lager",1323,0.05,17,429,"Schlafly Brewing Company","Schwarzbier","other beer",12
"Missouri","MO","Saint Louis","Schlafly Hefeweizen",588,0.041,16,429,"Schlafly Brewing Company","Hefeweizen","other beer",12
"Missouri","MO","Bucryus","Missouri Mule India Pale Ale",479,0.07,14,315,"Piney River Brewing Company","American IPA","IPA",16
"Missouri","MO","Saint Louis","Reprise Centennial Red",2288,0.06,11,61,"4 Hands Brewing Company","American Amber / Red Ale","Ale",12
"Missouri","MO","Saint Louis","Schlafly Yakima Wheat Ale",1324,0.05,7,429,"Schlafly Brewing Company","American Pale Wheat Ale","Ale",12
"Mississippi","MS","Hattiesburg","Jack the Sipper",2320,0.053,80,134,"Southern Prohibition Brewing Com...","Extra Special / Strong Bitter (ESB)","other beer",12
"Mississippi","MS","Hattiesburg","Hipster Breakfast",1120,0.058,72,134,"Southern Prohibition Brewing Com...","Oatmeal Stout","other beer",16
"Mississippi","MS","Hattiesburg","Mississippi Fire Ant",1745,0.08,65,134,"Southern Prohibition Brewing Com...","American Amber / Red Ale","Ale",16
"Mississippi","MS","Hattiesburg","Suzy B Dirty Blonde Ale",1118,0.05,60,134,"Southern Prohibition Brewing Com...","American Blonde Ale","Ale",16
"Mississippi","MS","Hattiesburg","Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"Southern Prohibition Brewing Com...","American Pale Ale (APA)","Ale",12
"Mississippi","MS","Hattiesburg","Suzy B Dirty Blonde Ale",2296,0.05,45,134,"Southern Prohibition Brewing Com...","American Blonde Ale","Ale",12
"Mississippi","MS","Hattiesburg","Sinister Minister Black IPA",2346,0.077,40,134,"Southern Prohibition Brewing Com...","American IPA","IPA",16
"Mississippi","MS","Jackson","Pub Ale",2033,0.038,31,246,"Lucky Town Brewing Company","English Dark Mild Ale","Ale",12
"Mississippi","MS","Jackson","Ballistic Blonde",2032,0.051,20,246,"Lucky Town Brewing Company","Belgian Pale Ale","Ale",12
"Mississippi","MS","Hattiesburg","Devil's Harvest Extra Pale Ale",1117,0.058,20,134,"Southern Prohibition Brewing Com...","American Pale Ale (APA)","Ale",16
"Mississippi","MS","Hattiesburg","2014 IPA Cicada Series",2362,0.075,18,134,"Southern Prohibition Brewing Com...","American IPA","IPA",16
"Montana","MT","Stevensville","Bodacious Bock",825,0.075,42,500,"Wildwood Brewing Company","Bock","other beer",16
"Montana","MT","Bozeman","Plum St. Porter",2107,0.06,15,220,"Bozeman Brewing Company","American Porter","other beer",12
"Montana","MT","Missoula","Moose Drool Brown Ale (2009)",34,0.051,36,337,"Big Sky Brewing Company","American Brown Ale","Ale",12
"Montana","MT","Whitefish","Black Star Double Hopped Golden Lager (24 oz.)",404,0.045,70,544,"Great Northern Brewing Company","American Pale Lager","other beer",24
"Montana","MT","Missoula","Scape Goat Pale Ale",1713,0.05,27,337,"Big Sky Brewing Company","English Pale Ale","Ale",12
"Montana","MT","Missoula","Cold Smoke Scotch Ale (2007)",760,0.065,45,511,"Kettle House Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Montana","MT","Missoula","Moose Drool Brown Ale",1711,0.051,80,337,"Big Sky Brewing Company","American Brown Ale","Ale",12
"Montana","MT","Missoula","Scape Goat Pale Ale (2010)",159,0.05,65,337,"Big Sky Brewing Company","English Pale Ale","Ale",12
"Montana","MT","Bozeman","Bozone HopZone IPA",1289,0.07,65,220,"Bozeman Brewing Company","American IPA","IPA",12
"Montana","MT","Missoula","Big Sky IPA",1714,0.062,65,337,"Big Sky Brewing Company","American IPA","IPA",12
"Montana","MT","Belt","Beltian White",181,0.048,65,536,"Harvest Moon Brewing Company","Witbier","other beer",12
"Montana","MT","Lakeside","Yard Sale Amber Ale",1432,0.056,65,410,"Tamarack Brewing Company","American Amber / Red Ale","Ale",16
"Montana","MT","Bozeman","Bozone Hefe Weizen",1288,0.06,60,220,"Bozeman Brewing Company","Hefeweizen","other beer",12
"Montana","MT","Missoula","Double Haul IPA (2009)",759,0.065,52,511,"Kettle House Brewing Company","American IPA","IPA",16
"Montana","MT","Whitefish","Black Star Double Hopped Golden Lager (12 oz.)",164,0.045,52,544,"Great Northern Brewing Company","American Pale Lager","other beer",12
"Montana","MT","Missoula","Montana Trout Slayer Ale (2012)",766,0.05,50,337,"Big Sky Brewing Company","American Pale Wheat Ale","Ale",12
"Montana","MT","Stevensville","Ambitious Lager",813,0.05,40,500,"Wildwood Brewing Company","Munich Helles Lager","other beer",16
"Montana","MT","Bozeman","Bozone Select Amber Ale",470,0.055,40,220,"Bozeman Brewing Company","American Amber / Red Ale","Ale",12
"Montana","MT","Missoula","Cold Smoke Scotch Ale",85,0.065,35,511,"Kettle House Brewing Company","Scotch Ale / Wee Heavy","Ale",16
"Montana","MT","Hamilton","Single Hop Ale",1413,0.063,35,408,"Bitter Root Brewing","American Pale Ale (APA)","Ale",12
"Montana","MT","Helena","Lewis & Clark Amber Ale",473,0.05,35,538,"Lewis and Clark Brewing Company","American Amber / Red Ale","Ale",12
"Montana","MT","Missoula","Summer Honey",168,0.047,26,337,"Big Sky Brewing Company","American Blonde Ale","Ale",12
"Montana","MT","Hamilton","Sawtooth Ale",1411,0.054,26,408,"Bitter Root Brewing","American Blonde Ale","Ale",12
"Montana","MT","Missoula","Montana Trout Slayer Ale",1712,0.05,26,337,"Big Sky Brewing Company","American Pale Wheat Ale","Ale",12
"Montana","MT","Missoula","Double Haul IPA",86,0.065,25,511,"Kettle House Brewing Company","American IPA","IPA",16
"Montana","MT","Missoula","Montana Trout Slayer Ale (2009)",35,0.05,15,337,"Big Sky Brewing Company","American Pale Wheat Ale","Ale",12
"Montana","MT","Stevensville","Mystical Stout",826,0.054,15,500,"Wildwood Brewing Company","Irish Dry Stout","other beer",16
"Montana","MT","Missoula","Double Haul IPA (2006)",758,0.065,11,511,"Kettle House Brewing Company","American IPA","IPA",16
"Montana","MT","Helena","Miner's Gold Hefeweizen",472,0.05,11,538,"Lewis and Clark Brewing Company","Hefeweizen","other beer",12
"North Carolina","NC","Raleigh","Pistols at Dawn",2330,0.075,35,150,"Lonerider Brewing Company","American Stout","other beer",16
"North Carolina","NC","Durham","Triangle White Ale",114,0.05,20,525,"Triangle Brewing Company","Witbier","other beer",12
"North Carolina","NC","Lenoir","Action Man Lager",1250,0.055,65,446,"Howard Brewing Company","Vienna Lager","other beer",12
"North Carolina","NC","Morganton","White Zombie Ale",1742,0.047,50,332,"Catawba Brewing Company","Witbier","other beer",12
"North Carolina","NC","Brevard","Ten Fidy",1532,0.099,50,390,"Oskar Blues Brewery (North Carol...","Russian Imperial Stout","other beer",12
"North Carolina","NC","Durham","Triangle India Pale Ale",594,0.057,60,525,"Triangle Brewing Company","American IPA","IPA",12
"North Carolina","NC","Asheville","Wee-Heavy-Er Scotch Ale",1260,0.07,98,434,"French Broad Brewery","Scotch Ale / Wee Heavy","Ale",12
"North Carolina","NC","Brevard","Old Chub",1175,0.08,85,390,"Oskar Blues Brewery (North Carol...","Scottish Ale","Ale",12
"North Carolina","NC","Mooresville","Carolina Blonde (2006)",783,0.05,85,505,"Carolina Beer & Beverage","American Blonde Ale","Ale",12
"North Carolina","NC","Charlotte","Jam Session",1622,0.051,80,360,"NoDa Brewing Company","American Pale Ale (APA)","Ale",16
"North Carolina","NC","Mooresville","Carolina Blonde Light (2005)",782,0.035,75,505,"Carolina Beer & Beverage","American Blonde Ale","Ale",12
"North Carolina","NC","Mooresville","Carolina Lighthouse (2007)",784,0.04,73,505,"Carolina Beer & Beverage","American Blonde Ale","Ale",12
"North Carolina","NC","Asheville","Gateway Kolsch Style Ale",1300,0.053,69,434,"French Broad Brewery","Kölsch","other beer",12
"North Carolina","NC","Charlotte","Jalapeno Pale Ale",2508,0.055,65,71,"Birdsong Brewing Company","American Pale Ale (APA)","Ale",16
"North Carolina","NC","Boone","Honey Badger Blonde",2510,0.047,51,70,"Appalachian Mountain Brewery","American Blonde Ale","Ale",16
"North Carolina","NC","Morganton","Firewater India Pale Ale",1743,0.052,47,332,"Catawba Brewing Company","American IPA","IPA",12
"North Carolina","NC","Asheville","Shiva IPA",428,0.06,45,529,"Asheville Brewing Company","American IPA","IPA",12
"North Carolina","NC","Charlotte","Hop Drop 'N Roll IPA",1621,0.072,42,360,"NoDa Brewing Company","American IPA","IPA",16
"North Carolina","NC","Fuquay-Varina","Devils Tramping Ground Tripel",704,0.092,41,361,"Aviator Brewing Company","Tripel","other beer",12
"North Carolina","NC","Raleigh","Shotgun Betty",2327,0.058,35,150,"Lonerider Brewing Company","Hefeweizen","other beer",12
"North Carolina","NC","Kinston","Sunny Haze",408,0.05,32,541,"Mother Earth Brewing Company","Hefeweizen","other beer",12
"North Carolina","NC","Pittsboro","Flagship IPA",530,0.057,31,180,"Carolina Brewery","English India Pale Ale (IPA)","IPA",12
"North Carolina","NC","Black Mountain","GreyBeard™ IPA",1760,0.069,31,325,"Pisgah Brewing Company","American IPA","IPA",12
"North Carolina","NC","Morganton","Firewater India Pale Ale",507,0.052,30,332,"Catawba Brewing Company","American IPA","IPA",12
"North Carolina","NC","Morganton","Peanut Butter Jelly Time",2446,0.058,27,97,"Catawba Valley Brewing Company","American Brown Ale","Ale",12
"North Carolina","NC","Fuquay-Varina","Hog Wild India Pale Ale",705,0.067,26,361,"Aviator Brewing Company","American IPA","IPA",12
"North Carolina","NC","Morganton","Farmer Ted's Cream Ale",1744,0.056,24,332,"Catawba Brewing Company","Cream Ale","Ale",12
"North Carolina","NC","Brevard","Deviant Dale's IPA",1328,0.08,23,390,"Oskar Blues Brewery (North Carol...","American Double / Imperial IPA","IPA",16
"North Carolina","NC","Asheville","Ninja Porter",429,0.053,23,529,"Asheville Brewing Company","American Porter","other beer",12
"North Carolina","NC","Asheville","Rocket Girl",550,0.032,22,529,"Asheville Brewing Company","Kölsch","other beer",12
"North Carolina","NC","Brevard","Dale's Pale Ale",1166,0.065,22,390,"Oskar Blues Brewery (North Carol...","American Pale Ale (APA)","Ale",19.2
"North Carolina","NC","Fuquay-Varina","Hot Rod Red",702,0.061,19,361,"Aviator Brewing Company","American Amber / Red Ale","Ale",12
"North Carolina","NC","Morganton","Farmer Ted's Farmhouse Cream Ale",480,0.056,17,332,"Catawba Brewing Company","Cream Ale","Ale",12
"North Carolina","NC","Raleigh","Deadeye Jack",2332,0.06,5,150,"Lonerider Brewing Company","American Porter","other beer",12
"North Dakota","ND","Fargo","Wood Chipper India Pale Ale",1434,0.067,70,336,"Fargo Brewing Company","American IPA","IPA",12
"North Dakota","ND","Fargo","Iron Horse Pale Ale",1722,0.05,32,336,"Fargo Brewing Company","American Pale Ale (APA)","Ale",12
"North Dakota","ND","Fargo","Stone's Throw IPA",1435,0.045,19,336,"Fargo Brewing Company","Scottish Ale","Ale",12
"Nebraska","NE","Kearney","Golden Frau Honey Wheat",122,0.075,50,283,"Thunderhead Brewing Company","Braggot","other beer",12
"Nebraska","NE","Papillion","Nebraska India Pale Ale",1148,0.065,100,338,"Nebraska Brewing Company","American IPA","IPA",12
"Nebraska","NE","Papillion","EOS Hefeweizen",1147,0.048,65,338,"Nebraska Brewing Company","Hefeweizen","other beer",12
"Nebraska","NE","Lincoln","1335 Wicked Snout",942,0.064,37,381,"Blue Blood Brewing Company","Saison / Farmhouse Ale","Ale",12
"Nebraska","NE","Lincoln","Last Call Imperial Amber Ale",1320,0.08,37,381,"Blue Blood Brewing Company","American Amber / Red Ale","Ale",12
"Nebraska","NE","Lincoln","Monkadelic",2236,0.042,37,190,"Modern Monks Brewery","American Pale Ale (APA)","Ale",12
"Nebraska","NE","Papillion","Cardinal Pale Ale",1145,0.057,29,338,"Nebraska Brewing Company","American Pale Ale (APA)","Ale",12
"Nebraska","NE","Kearney","Leatherhead Red",1889,0.052,15,283,"Thunderhead Brewing Company","American Amber / Red Ale","Ale",12
"Nebraska","NE","Lincoln","1800 Big Log Wheat (2012)",1564,0.05,11,381,"Blue Blood Brewing Company","American Pale Wheat Ale","Ale",12
"Nebraska","NE","Lincoln","1327 Pod's ESB",886,0.056,10,381,"Blue Blood Brewing Company","Extra Special / Strong Bitter (ESB)","other beer",12
"New Hampshire","NH","North Conway","Boneshaker Brown Ale",337,0.055,30,548,"Moat Mountain Smoke House & Brew...","English Brown Ale","Ale",24
"New Hampshire","NH","Hooksett","Raspberry Berliner Weisse",2573,0.055,82,48,"White Birch Brewing","Berliner Weissbier","other beer",12
"New Hampshire","NH","North Woodstock","Summer Brew",2306,0.028,15,110,"Woodstock Inn, Station & Brewery","American Pilsner","other beer",12
"New Jersey","NJ","Ridgefield Park","Longhop IPA",1891,0.042,100,282,"Bolero Snort Brewery","American IPA","IPA",16
"New Jersey","NJ","Atlantic Highlands","Epitome",2094,0.099,80,223,"Carton Brewing Company","American Black Ale","Ale",16
"New Jersey","NJ","Atlantic Highlands","Boat Beer",1439,0.042,65,223,"Carton Brewing Company","American IPA","IPA",12
"New Jersey","NJ","Cherry Hill","1916 Shore Shiver",2110,0.069,35,218,"Forgotten Boardwalk","American IPA","IPA",12
"New Jersey","NJ","Cherry Hill","What the Butler Saw",2111,0.05,34,218,"Forgotten Boardwalk","Witbier","other beer",12
"New Jersey","NJ","Ridgefield Park","Lucky Buck",1890,0.04,30,282,"Bolero Snort Brewery","Irish Dry Stout","other beer",16
"New Jersey","NJ","Atlantic Highlands","Monkey Chased the Weasel",1941,0.039,18,223,"Carton Brewing Company","Berliner Weissbier","other beer",16
"New Jersey","NJ","Atlantic Highlands","077XX",1940,0.078,9,223,"Carton Brewing Company","American Double / Imperial IPA","IPA",16
"New Mexico","NM","Santa Fe","Santa Fe Irish Red Ale",599,0.045,50,393,"Santa Fe Brewing Company","Irish Red Ale","Ale",12
"New Mexico","NM","Albuquerque","Almanac IPA",1938,0.062,95,266,"Tractor Brewing Company","American IPA","IPA",12
"New Mexico","NM","Albuquerque","Farmer's Tan Red Ale",1936,0.06,26,266,"Tractor Brewing Company","American Amber / Red Ale","Ale",12
"New Mexico","NM","Albuquerque","Elevated IPA",664,0.072,25,333,"La Cumbre Brewing Company","American IPA","IPA",16
"New Mexico","NM","Albuquerque","Milk Mustachio Stout",1937,0.065,100,266,"Tractor Brewing Company","Milk / Sweet Stout","other beer",12
"New Mexico","NM","Albuquerque","Marble India Pale Ale",845,0.062,95,444,"Marble Brewery","American IPA","IPA",12
"New Mexico","NM","Albuquerque","A Slice of Hefen",1741,0.054,72,333,"La Cumbre Brewing Company","Hefeweizen","other beer",16
"New Mexico","NM","Santa Fe","Happy Camper IPA",217,0.066,30,393,"Santa Fe Brewing Company","American IPA","IPA",12
"New Mexico","NM","Santa Fe","Imperial Java Stout",305,0.08,30,393,"Santa Fe Brewing Company","Russian Imperial Stout","other beer",12
"New Mexico","NM","Santa Fe","Black IPA",967,0.071,15,393,"Santa Fe Brewing Company","American Black Ale","Ale",12
"Nevada","NV","Reno","Black Adder IBA (Current)",383,0.073,90,531,"Buckbean Brewing Company","American Black Ale","Ale",16
"Nevada","NV","Henderson","Weize Guy",2060,0.05,85,234,"Joseph James Brewing Company","Hefeweizen","other beer",12
"Nevada","NV","Reno","Black Noddy Lager (Current)",26,0.052,50,531,"Buckbean Brewing Company","Schwarzbier","other beer",16
"Nevada","NV","Reno","Tule Duck Red Ale (Current)",28,0.062,42,531,"Buckbean Brewing Company","American Amber / Red Ale","Ale",16
"Nevada","NV","Henderson","Joseph James American Lager",467,0.052,40,234,"Joseph James Brewing Company","American Adjunct Lager","other beer",12
"Nevada","NV","Reno","Original Orange Blossom Ale (Current)",27,0.058,35,531,"Buckbean Brewing Company","Herbed / Spiced Beer","other beer",16
"Nevada","NV","Reno","Very Noddy Lager (Current)",29,0.099,15,531,"Buckbean Brewing Company","Schwarzbier","other beer",16
"New York","NY","Brooklyn","Brooklyn Summer Ale (2011)",328,0.045,18,438,"Brooklyn Brewery","English Pale Mild Ale","Ale",12
"New York","NY","Patchogue","Toasted Lager",665,0.055,63,490,"Blue Point Brewing Company","Vienna Lager","other beer",12
"New York","NY","Brooklyn","Hipster Ale (Westbrook Brewing)",640,0.055,111,174,"Evil Twin Brewing","American Pale Ale (APA)","Ale",12
"New York","NY","Brooklyn","3Beans",1020,0.099,103,47,"Sixpoint Craft Ales","Baltic Porter","other beer",12
"New York","NY","Utica","Saranac Traditional Lager (2000)",957,0.048,85,300,"Matt Brewing Company","American Pale Lager","other beer",12
"New York","NY","Utica","DAX Light (1998)",958,0.045,74,300,"Matt Brewing Company","Light Lager","other beer",12
"New York","NY","Elmira","Upstate I.P.W.",381,0.065,70,547,"Upstate Brewing Company","American IPA","IPA",12
"New York","NY","Brooklyn","Resin",628,0.091,70,47,"Sixpoint Craft Ales","American Double / Imperial IPA","IPA",12
"New York","NY","Brooklyn","Brownstone",778,0.059,69,47,"Sixpoint Craft Ales","American Brown Ale","Ale",16
"New York","NY","Rochester","Dundee Summer Wheat Beer",457,0.045,69,539,"Dundee Brewing Company","American Pale Wheat Ale","Ale",12
"New York","NY","Utica","Saranac Pale Ale (12 oz.)",150,0.055,64,300,"Matt Brewing Company","English Pale Ale","Ale",12
